product_code,name,description,title,artist_code,product_type_code,format,unit_price,unit_cost,status,created,last_updated
107362,CAR001 Orexin astrobolism,CE AB-CG CAR001 Orexin astrobolism,Orexin astrobolism,CAR001,CE,AB-CG,1.99,1.1392,AC,2005-06-17 17:00:44.000,2006-01-28 01:18:10.000
107484,CIE003 Mare engine,AM 3GPP CIE003 Mare engine,Mare engine,CIE003,AM,3GPP,2.89,1.6078,AC,2006-07-27 13:49:59.000,2006-04-10 12:48:14.000
108097,CHR021 Giddy ducks,AT HMC CHR021 Giddy ducks,Giddy ducks,CHR021,AT,HMC,2.99,1.5089,AC,2006-03-20 16:12:41.000,2006-08-04 16:24:05.000
108374,ANG003 Cropper mistress,BP SACD ANG003 Cropper mistress,Cropper mistress,ANG003,BP,SACD,6.89,3.2358,AC,2006-09-18 18:30:19.000,2005-08-13 19:45:43.000
108423,AXE001 Brushing,AA HSMP AXE001 Brushing,Brushing,AXE001,AA,HSMP,0.79,0.4074,AC,2005-09-27 02:17:46.000,2006-09-22 02:35:51.000
108451,CAT009 Hydrodyne funambulist,BP 3GPP CAT009 Hydrodyne funambulist,Hydrodyne funambulist,CAT009,BP,3GPP,2.59,1.6078,AC,2007-01-12 18:26:49.000,2006-01-20 21:12:57.000
108888,EUL001 Grocerant crumpet mattoid,AC DV EUL001 Grocerant crumpet mattoid,Grocerant crumpet mattoid,EUL001,AC,DV,6.29,3.6391,AC,2006-12-29 04:01:22.000,2006-05-24 07:31:22.000
108977,ANG001 Tsar destrier,BN ACD ANG001 Tsar destrier,Tsar destrier,ANG001,BN,ACD,5.99,3.6965,AC,2006-11-27 17:47:14.000,2006-08-12 19:56:53.000
108984,CAT003 When curriculum polychronic,AK DVD-5 CAT003 When curriculum polychronic,When curriculum polychronic,CAT003,AK,DVD-5,7.89,4.8076,AC,2006-10-15 10:52:55.000,2006-04-26 08:49:34.000
109417,CHE007 Juju ah,CJ RA CHE007 Juju ah,Juju ah,CHE007,CJ,RA,0.49,0.2795,AC,2005-07-25 13:37:22.000,2005-12-29 16:51:48.000
109577,HYR001 Head phenology,BN MPEG-2 HYR001 Head phenology,Head phenology,HYR001,BN,MPEG-2,5.49,3.0547,IN,2005-09-28 18:52:30.000,2007-04-22 04:04:26.000
109596,CAR015 Café trussell fimbriated,AH HSMP CAR015 Café trussell fimbriated,Café trussell fimbriated,CAR015,AH,HSMP,0.69,0.4074,AC,2005-12-16 23:07:31.000,2007-04-01 05:52:12.000
110368,ALE002 Synthespian since,BT DV ALE002 Synthespian since,Synthespian since,ALE002,BT,DV,5.89,3.6391,AC,2007-03-21 11:20:33.000,2006-08-05 03:55:01.000
110575,CEL003 Deep heebie-jeebies,AL DVD-10 CEL003 Deep heebie-jeebies,Deep heebie-jeebies,CEL003,AL,DVD-10,9.89,5.9432,IN,2005-09-05 01:07:22.000,2006-07-01 01:13:15.000
110647,LUI002 Seersofter intranet,BS DVD-18 LUI002 Seersofter intranet,Seersofter intranet,LUI002,BS,DVD-18,11.29,6.3542,AC,2006-01-03 01:35:51.000,2006-10-20 18:11:46.000
110797,EVE001 Yuhangyuan grief,CH DV EVE001 Yuhangyuan grief,Yuhangyuan grief,EVE001,CH,DV,5.89,3.6391,AC,2006-02-21 15:15:10.000,2006-10-10 20:44:06.000
110851,JEM002 Financial pear-shaped,BG HMC JEM002 Financial pear-shaped,Financial pear-shaped,JEM002,BG,HMC,2.89,1.5089,AC,2006-09-13 23:27:37.000,2006-06-27 19:10:28.000
111028,NER003 Frequency,CI DVD-9 NER003 Frequency,Frequency,NER003,CI,DVD-9,8.99,5.0642,AC,2006-10-01 20:31:03.000,2005-07-23 10:01:55.000
111314,CLA019 Push ending,AQ BSMP CLA019 Push ending,Push ending,CLA019,AQ,BSMP,1.29,0.4744,AC,2005-11-25 12:06:11.000,2006-09-27 21:37:38.000
111846,LUC002 Aluminium insult,AP Sorenson LUC002 Aluminium insult,Aluminium insult,LUC002,AP,Sorenson,5.99,3.6462,AC,2007-04-14 23:44:02.000,2005-10-25 17:34:38.000
112804,JAM001 Nebbishy jerusalem,AR AB-Z3 JAM001 Nebbishy jerusalem,Nebbishy jerusalem,JAM001,AR,AB-Z3,1.59,0.8474,AC,2006-09-14 04:59:29.000,2007-04-21 05:29:25.000
112811,JER010 Twixter britannia mechatronics,AE AB-ACD JER010 Twixter britannia mechatronics,Twixter britannia mechatronics,JER010,AE,AB-ACD,2.49,1.3351,AC,2006-03-31 22:54:30.000,2006-01-30 09:16:10.000
113176,JON001 Mociology wit,BG SACD JON001 Mociology wit,Mociology wit,JON001,BG,SACD,7.39,3.2358,AC,2006-02-04 10:45:23.000,2005-07-27 07:39:26.000
113331,CIN001 Convivium yuletide.,CA H.264 CIN001 Convivium yuletide.,Convivium yuletide.,CIN001,CA,H.264,0.19,0.1866,AC,2005-12-02 11:41:15.000,2006-01-01 21:06:51.000
113455,CEC001 Bee’s riskometer,CC RA CEC001 Bee’s riskometer,Bee’s riskometer,CEC001,CC,RA,0.79,0.2795,AC,2006-03-31 22:38:59.000,2006-04-03 00:40:53.000
113921,HUG002 Predominantly commercial,BE HMCS HUG002 Predominantly commercial,Predominantly commercial,HUG002,BE,HMCS,1.69,0.9146,AC,2005-06-06 12:05:39.000,2005-10-01 16:58:22.000
114013,JAY001 Walking gobo,AI DV JAY001 Walking gobo,Walking gobo,JAY001,AI,DV,6.29,3.6391,AC,2005-09-24 19:15:24.000,2006-01-10 02:14:27.000
114138,JO 001 Prosumer spinster,AW AB-Z3 JO 001 Prosumer spinster,Prosumer spinster,JO 001,AW,AB-Z3,1.69,0.8474,AC,2007-02-05 02:30:11.000,2006-08-31 15:53:32.000
116834,CHA019 Jingoism wikitorial,AF AB-Z3 CHA019 Jingoism wikitorial,Jingoism wikitorial,CHA019,AF,AB-Z3,2.09,0.8474,AC,2005-12-06 01:02:16.000,2005-12-02 11:25:20.000
116956,ARI001 Solar mumpsimus,AT HMC ARI001 Solar mumpsimus,Solar mumpsimus,ARI001,AT,HMC,3.39,1.5089,AC,2006-02-05 17:02:48.000,2007-03-26 09:19:44.000
117287,CEL007 Wide punctuation,BK AB-CG CEL007 Wide punctuation,Wide punctuation,CEL007,BK,AB-CG,1.99,1.1392,AC,2006-06-03 19:32:50.000,2005-11-20 17:21:00.000
117683,CAR002 Jehoshaphat go,AH divX CAR002 Jehoshaphat go,Jehoshaphat go,CAR002,AH,divX,4.89,2.5968,AC,2006-05-04 03:06:43.000,2005-07-19 06:37:10.000
117856,JEF004 Mogadored a decade,AI MCA JEF004 Mogadored a decade,Mogadored a decade,JEF004,AI,MCA,3.89,2.2672,AC,2007-02-04 18:43:35.000,2006-05-04 12:47:27.000
118519,ORS001 Horns snob,BC MPEG-4 ORS001 Horns snob,Horns snob,ORS001,BC,MPEG-4,7.59,3.6609,AC,2005-11-17 21:49:13.000,2006-12-24 06:26:32.000
119235,LOR001 Fusion allohistory,AY divX LOR001 Fusion allohistory,Fusion allohistory,LOR001,AY,divX,4.49,2.5968,AC,2007-01-08 16:02:10.000,2005-08-12 15:31:22.000
121598,COS001 Crumpet code alec,CE MPEG-4 COS001 Crumpet code alec,Crumpet code alec,COS001,CE,MPEG-4,7.49,3.6609,AC,2006-02-08 12:24:52.000,2005-10-05 06:39:10.000
121656,ROS009 Codswallop drill,BS MCA ROS009 Codswallop drill,Codswallop drill,ROS009,BS,MCA,3.89,2.2672,AC,2006-08-04 18:36:02.000,2007-03-06 00:11:03.000
121871,CHA007 Mail lead-pipe,AF HMC CHA007 Mail lead-pipe,Mail lead-pipe,CHA007,AF,HMC,3.39,1.5089,AC,2007-01-22 02:08:23.000,2006-04-13 05:35:36.000
122060,JER006 Seat endocrine,CI HSMP JER006 Seat endocrine,Seat endocrine,JER006,CI,HSMP,1.09,0.4074,AC,2006-04-29 07:17:23.000,2006-08-05 05:48:38.000
122072,JEF004 Naming sponging-house,BF DVD-10 JEF004 Naming sponging-house,Naming sponging-house,JEF004,BF,DVD-10,10.29,5.9432,AC,2007-02-01 07:52:48.000,2005-08-06 04:36:56.000
122783,SEB001 Under panel,AF HMC SEB001 Under panel,Under panel,SEB001,AF,HMC,3.09,1.5089,AC,2006-02-09 04:57:44.000,2005-07-12 20:33:53.000
123045,CAS004 Nocebo kick,AZ HSMP CAS004 Nocebo kick,Nocebo kick,CAS004,AZ,HSMP,0.59,0.4074,AC,2005-11-18 02:34:40.000,2006-09-04 21:25:02.000
123913,NER001 Will-o’-the-wisp lag,AY SACD NER001 Will-o’-the-wisp lag,Will-o’-the-wisp lag,NER001,AY,SACD,6.89,3.2358,AC,2006-12-25 10:01:26.000,2006-08-07 10:25:29.000
125364,APO001 Dab teller,AO AB-CG APO001 Dab teller,Dab teller,APO001,AO,AB-CG,1.89,1.1392,AC,2005-07-11 08:13:19.000,2006-03-02 12:15:06.000
125945,JON002 Image panhandle,AU DSD JON002 Image panhandle,Image panhandle,JON002,AU,DSD,5.09,2.4286,AC,2007-03-11 10:18:23.000,2006-11-23 13:48:27.000
126171,AMO001 Funeral. grid,BL divX AMO001 Funeral. grid,Funeral. grid,AMO001,BL,divX,4.89,2.5968,AC,2006-11-02 15:45:27.000,2005-11-22 08:31:55.000
126375,JOH001 Engine missing,BQ MPEG-4 JOH001 Engine missing,Engine missing,JOH001,BQ,MPEG-4,7.09,3.6609,AC,2006-02-15 05:19:03.000,2006-11-07 01:00:48.000
126906,HUE002 Jinx damn,CM 3GPP HUE002 Jinx damn,Jinx damn,HUE002,CM,3GPP,2.49,1.6078,AC,2006-07-07 07:43:34.000,2006-11-07 07:08:34.000
127006,COR001 Ultimo multiples,BG divX COR001 Ultimo multiples,Ultimo multiples,COR001,BG,divX,4.79,2.5968,AC,2006-03-08 10:41:40.000,2005-12-06 20:47:58.000
127683,JAC001 Wile piping,AF H.264 JAC001 Wile piping,Wile piping,JAC001,AF,H.264,0.59,0.1866,AC,2006-07-24 09:04:21.000,2006-12-20 01:54:15.000
127912,EUG001 Jury t-ray whack,AE AB-Z3 EUG001 Jury t-ray whack,Jury t-ray whack,EUG001,AE,AB-Z3,1.89,0.8474,IN,2006-12-03 12:19:00.000,2006-02-21 13:50:39.000
127978,SIM002 Oak onychophagist,BC RA SIM002 Oak onychophagist,Oak onychophagist,SIM002,BC,RA,0.79,0.2795,AC,2006-03-24 06:48:36.000,2005-06-02 21:14:52.000
128043,SAN002 Whip was,BB 3GPP SAN002 Whip was,Whip was,SAN002,BB,3GPP,2.59,1.6078,AC,2005-11-24 02:11:05.000,2006-11-06 10:16:20.000
128178,CAS003 Electrosmog welfare,AX AB-ACD CAS003 Electrosmog welfare,Electrosmog welfare,CAS003,AX,AB-ACD,2.79,1.3351,AC,2006-12-16 00:23:41.000,2005-06-18 09:39:24.000
128316,COS001 Pulling peruse,BC HMCS COS001 Pulling peruse,Pulling peruse,COS001,BC,HMCS,1.59,0.9146,AC,2006-04-24 14:48:49.000,2005-12-01 18:44:35.000
128935,CLA013 Hoosier fudge,BU SACD CLA013 Hoosier fudge,Hoosier fudge,CLA013,BU,SACD,7.09,3.2358,AC,2006-12-02 12:12:30.000,2006-02-06 11:03:06.000
129031,CLO003 Cheap start,BQ HMC CLO003 Cheap start,Cheap start,CLO003,BQ,HMC,3.09,1.5089,AC,2006-10-09 00:35:09.000,2006-05-07 23:34:28.000
129158,JEF002 Blivet tenterhooks,CC DVD-5 JEF002 Blivet tenterhooks,Blivet tenterhooks,JEF002,CC,DVD-5,7.89,4.8076,AC,2006-04-20 21:39:29.000,2006-06-23 14:37:13.000
129301,CIN003 Profiling tracklements,BL H.264 CIN003 Profiling tracklements,Profiling tracklements,CIN003,BL,H.264,0.79,0.1866,AC,2006-01-13 18:07:44.000,2005-10-25 08:32:38.000
129512,ALE002 Precision informavore,BC ACD ALE002 Precision informavore,Precision informavore,ALE002,BC,ACD,5.99,3.6965,AC,2006-12-31 09:04:15.000,2006-03-18 18:44:26.000
129969,LET001 Lady formation sail,AS AB-Z3 LET001 Lady formation sail,Lady formation sail,LET001,AS,AB-Z3,1.69,0.8474,AC,2005-09-30 09:27:30.000,2005-11-26 01:22:51.000
130175,ORS001 Quiz tap peruse,CC AB-ACD ORS001 Quiz tap peruse,Quiz tap peruse,ORS001,CC,AB-ACD,2.89,1.3351,AC,2006-10-03 18:52:18.000,2006-03-17 03:35:53.000
131775,CHE004 Nadgers abacot,BO HMC CHE004 Nadgers abacot,Nadgers abacot,CHE004,BO,HMC,3.19,1.5089,AC,2006-09-14 06:34:38.000,2006-09-01 02:35:09.000
131828,VAN001 Ha-ha cyborg,BK DSD VAN001 Ha-ha cyborg,Ha-ha cyborg,VAN001,BK,DSD,4.79,2.4286,AC,2005-06-04 05:04:34.000,2006-05-23 17:22:24.000
132142,BER006 Forthwith naked,CA MPEG-2 BER006 Forthwith naked,Forthwith naked,BER006,CA,MPEG-2,5.89,3.0547,AC,2006-10-05 02:17:04.000,2007-03-29 00:40:59.000
132247,ALP001 Ear cidermaking,BS BSMP ALP001 Ear cidermaking,Ear cidermaking,ALP001,BS,BSMP,1.19,0.4744,AC,2005-06-24 00:58:37.000,2005-11-13 16:59:58.000
132412,"STE001 Monty, song","CF 3GPP STE001 Monty, song","Monty, song",STE001,CF,3GPP,2.59,1.6078,AC,2005-10-17 06:19:17.000,2006-05-31 19:25:08.000
132451,JET002 Gets lish,BW DVD-9 JET002 Gets lish,Gets lish,JET002,BW,DVD-9,9.09,5.0642,AC,2006-10-03 21:54:44.000,2007-01-18 10:41:43.000
132714,BER004 Versus good,BB AB-Z3 BER004 Versus good,Versus good,BER004,BB,AB-Z3,1.79,0.8474,AC,2006-02-01 05:42:25.000,2005-09-02 11:16:00.000
133532,HUG003 Prebuttal chestnut,BZ DV HUG003 Prebuttal chestnut,Prebuttal chestnut,HUG003,BZ,DV,6.09,3.6391,AC,2006-01-21 03:21:37.000,2005-06-05 09:29:34.000
134945,INI001 Troubleshoot plural,BH BSMP INI001 Troubleshoot plural,Troubleshoot plural,INI001,BH,BSMP,0.79,0.4744,WD,2005-11-10 17:33:06.000,2007-01-20 05:01:01.000
134946,SAN001 Boy sock,AU MCA SAN001 Boy sock,Boy sock,SAN001,AU,MCA,4.19,2.2672,AC,2006-07-27 09:46:31.000,2007-01-23 04:28:40.000
135106,NUN002 Sequels personal spermodynamics,CE DV NUN002 Sequels personal spermodynamics,Sequels personal spermodynamics,NUN002,CE,DV,5.99,3.6391,AC,2007-04-18 02:26:35.000,2006-05-22 08:53:23.000
135298,JER012 Gongoozler indian,AX Sorenson JER012 Gongoozler indian,Gongoozler indian,JER012,AX,Sorenson,5.99,3.6462,AC,2005-07-15 20:05:19.000,2006-03-16 00:44:42.000
135567,JAY002 Whose eyerobics,CA ALS JAY002 Whose eyerobics,Whose eyerobics,JAY002,CA,ALS,0.99,0.4883,WD,2005-07-21 18:24:16.000,2006-12-07 03:50:36.000
135829,SUS001 Dydler push,BO AB-Z3 SUS001 Dydler push,Dydler push,SUS001,BO,AB-Z3,1.59,0.8474,AC,2005-09-23 23:38:10.000,2006-05-16 21:06:07.000
135878,LUI004 Drum menaissance,BL Sorenson LUI004 Drum menaissance,Drum menaissance,LUI004,BL,Sorenson,6.19,3.6462,AC,2006-05-26 09:49:15.000,2005-07-29 20:19:33.000
135987,NUN003 Compasses stars,BJ RA NUN003 Compasses stars,Compasses stars,NUN003,BJ,RA,0.79,0.2795,IN,2007-04-08 05:07:03.000,2006-09-24 21:53:03.000
136205,PIE001 Pollyanna lickety-split,AV DVD-5 PIE001 Pollyanna lickety-split,Pollyanna lickety-split,PIE001,AV,DVD-5,7.79,4.8076,AC,2006-01-13 11:29:06.000,2005-11-10 01:52:27.000
136509,SEL001 Umts gringo,AS HSMP SEL001 Umts gringo,Umts gringo,SEL001,AS,HSMP,1.09,0.4074,AC,2006-06-14 19:33:15.000,2006-06-27 07:56:59.000
136533,"CLA017 Betty until,","AO HMCS CLA017 Betty until,","Betty until,",CLA017,AO,HMCS,1.49,0.9146,AC,2006-12-10 10:40:54.000,2007-04-12 22:57:54.000
136645,JOB001 Meritocracy black,BP DVD-18 JOB001 Meritocracy black,Meritocracy black,JOB001,BP,DVD-18,10.99,6.3542,AC,2007-03-02 08:32:30.000,2006-02-24 01:39:54.000
136672,AUR002 Pink squalamine,BH ALS AUR002 Pink squalamine,Pink squalamine,AUR002,BH,ALS,1.09,0.4883,AC,2005-12-18 21:47:16.000,2005-12-17 15:20:08.000
136725,CHA014 Cream brownie,AH HA CHA014 Cream brownie,Cream brownie,CHA014,AH,HA,2.39,0.9544,AC,2005-07-20 02:30:35.000,2006-06-23 00:04:41.000
136971,CHR007 Opodeldoc stotting,BG DVD-10 CHR007 Opodeldoc stotting,Opodeldoc stotting,CHR007,BG,DVD-10,9.99,5.9432,QC,2005-08-16 01:06:24.000,2006-01-28 04:07:21.000
137131,JAM002 Swearing discombobulate,CI RA JAM002 Swearing discombobulate,Swearing discombobulate,JAM002,CI,RA,0.89,0.2795,AC,2005-10-24 03:35:10.000,2005-07-19 11:27:15.000
137242,JER007 Mondegreens inglenook,BX DV JER007 Mondegreens inglenook,Mondegreens inglenook,JER007,BX,DV,6.19,3.6391,AC,2006-02-20 11:51:16.000,2005-05-27 00:57:21.000
137505,IKE001 Immense whopper-jawed,BC MCA IKE001 Immense whopper-jawed,Immense whopper-jawed,IKE001,BC,MCA,4.09,2.2672,AC,2006-11-13 09:20:14.000,2007-03-11 13:40:44.000
138028,SIM001 Cocoa lope,AU xVid SIM001 Cocoa lope,Cocoa lope,SIM001,AU,xVid,3.89,1.8227,AC,2006-09-15 02:59:12.000,2006-10-24 11:18:45.000
138098,CAR004 Bodacious bag,AK MPEG-4 CAR004 Bodacious bag,Bodacious bag,CAR004,AK,MPEG-4,7.59,3.6609,AC,2005-09-29 14:08:02.000,2006-02-23 02:46:09.000
138269,ROS001 Biosimilar bint,BQ MPEG-2 ROS001 Biosimilar bint,Biosimilar bint,ROS001,BQ,MPEG-2,5.89,3.0547,AC,2007-01-16 11:03:56.000,2006-06-08 20:05:01.000
138332,JER007 Brownie inplacement,CF xVid JER007 Brownie inplacement,Brownie inplacement,JER007,CF,xVid,3.89,1.8227,WD,2006-09-03 06:04:23.000,2006-01-19 19:08:22.000
138517,CAS006 Blue-plate ban,AO ALS CAS006 Blue-plate ban,Blue-plate ban,CAS006,AO,ALS,1.09,0.4883,AC,2006-04-24 17:00:24.000,2005-12-16 18:19:26.000
139632,CEA001 Kiss heavens,CA RA CEA001 Kiss heavens,Kiss heavens,CEA001,CA,RA,0.59,0.2795,AC,2005-09-24 22:43:43.000,2006-06-09 18:43:54.000
139854,CAR010 Dudgeon loose,AO ALS CAR010 Dudgeon loose,Dudgeon loose,CAR010,AO,ALS,0.79,0.4883,AC,2006-12-20 18:58:12.000,2006-10-17 10:11:34.000
139958,EUL001 Biopiracy feel,CM HSMP EUL001 Biopiracy feel,Biopiracy feel,EUL001,CM,HSMP,0.79,0.4074,AC,2005-07-26 19:38:55.000,2006-04-26 02:56:29.000
140255,CAR012 Shark hanged,CF MCA CAR012 Shark hanged,Shark hanged,CAR012,CF,MCA,3.89,2.2672,AC,2006-06-08 10:31:12.000,2006-03-26 08:36:35.000
140481,CAR017 Etheromaniac pink,BY HMC CAR017 Etheromaniac pink,Etheromaniac pink,CAR017,BY,HMC,2.99,1.5089,AC,2007-02-05 07:13:26.000,2006-03-30 01:30:03.000
140867,HEW001 Charabanc article,CH MPEG-1 HEW001 Charabanc article,Charabanc article,HEW001,CH,MPEG-1,2.59,1.5744,AC,2006-03-14 01:28:45.000,2006-03-05 02:00:39.000
140972,AUR001 Funnest dinner,AZ AB-CG AUR001 Funnest dinner,Funnest dinner,AUR001,AZ,AB-CG,1.89,1.1392,AC,2005-07-03 03:09:53.000,2007-01-17 01:01:10.000
141003,CHR020 Teaching wind,BT MCA CHR020 Teaching wind,Teaching wind,CHR020,BT,MCA,4.39,2.2672,AC,2006-10-19 09:58:27.000,2005-09-19 01:43:00.000
141149,HOP001 Sojourner russet,AK DVD-10 HOP001 Sojourner russet,Sojourner russet,HOP001,AK,DVD-10,9.99,5.9432,AC,2005-12-11 13:52:35.000,2005-07-24 19:14:14.000
141967,IRV002 Monte clinquant turn,CF AB-CG IRV002 Monte clinquant turn,Monte clinquant turn,IRV002,CF,AB-CG,1.49,1.1392,AC,2006-10-17 19:42:33.000,2005-08-19 10:03:50.000
142168,"REN001 Palooka mother,","AL MPEG-2 REN001 Palooka mother,","Palooka mother,",REN001,AL,MPEG-2,5.69,3.0547,AC,2007-03-13 16:44:02.000,2007-03-06 07:31:41.000
142916,MAR005 Pine evidence-based,AQ BSMP MAR005 Pine evidence-based,Pine evidence-based,MAR005,AQ,BSMP,1.19,0.4744,AC,2006-01-03 13:13:18.000,2007-03-19 13:23:34.000
143218,ARN001 Sequels retort,AG DSD ARN001 Sequels retort,Sequels retort,ARN001,AG,DSD,4.79,2.4286,AC,2005-11-04 11:17:27.000,2005-05-26 20:04:37.000
144311,HOR002 Funnest fratire,AN H.264 HOR002 Funnest fratire,Funnest fratire,HOR002,AN,H.264,0.69,0.1866,AC,2005-08-07 08:26:30.000,2006-02-04 04:24:13.000
144481,PER002 Teamspace theatre,AG xVid PER002 Teamspace theatre,Teamspace theatre,PER002,AG,xVid,4.39,1.8227,AC,2007-02-02 14:25:43.000,2007-01-07 14:48:58.000
145462,CUN001 Salt wool,BF HMCS CUN001 Salt wool,Salt wool,CUN001,BF,HMCS,1.59,0.9146,AC,2006-05-10 05:55:53.000,2006-09-16 06:31:29.000
145525,FIF001 Coxcomb cold moggie,BM HA FIF001 Coxcomb cold moggie,Coxcomb cold moggie,FIF001,BM,HA,2.29,0.9544,AC,2006-04-30 07:48:00.000,2006-02-22 23:35:05.000
146033,ESM001 Bozo feebate,AV Sorenson ESM001 Bozo feebate,Bozo feebate,ESM001,AV,Sorenson,6.09,3.6462,AC,2006-03-27 05:33:38.000,2005-12-15 01:26:43.000
146084,IND003 Fudge irregardless shaggy,CG ACD IND003 Fudge irregardless shaggy,Fudge irregardless shaggy,IND003,CG,ACD,5.79,3.6965,AC,2005-09-05 22:10:03.000,2006-12-28 01:04:23.000
146092,CON001 Nu-metal circular,CK DVD-5 CON001 Nu-metal circular,Nu-metal circular,CON001,CK,DVD-5,7.99,4.8076,AC,2006-10-04 23:03:10.000,2006-05-05 09:04:58.000
146481,CHR008 Bucket cruiser drinks,AS Sorenson CHR008 Bucket cruiser drinks,Bucket cruiser drinks,CHR008,AS,Sorenson,6.29,3.6462,AC,2005-11-20 08:03:08.000,2007-01-11 04:06:06.000
147331,CLO001 Tizzy nescient come,CD MPEG-2 CLO001 Tizzy nescient come,Tizzy nescient come,CLO001,CD,MPEG-2,5.99,3.0547,AC,2006-08-13 05:52:25.000,2006-12-02 15:19:29.000
147474,ARA001 Widowered banter bonce,AH H.264 ARA001 Widowered banter bonce,Widowered banter bonce,ARA001,AH,H.264,0.79,0.1866,AC,2006-11-25 16:05:53.000,2006-09-07 03:18:08.000
147893,CEA002 Curate’s wile,AV MPEG-4 CEA002 Curate’s wile,Curate’s wile,CEA002,AV,MPEG-4,7.49,3.6609,AC,2006-07-12 21:57:47.000,2007-04-16 22:05:44.000
148287,ORN001 Nocebo panjandrum,CD HMC ORN001 Nocebo panjandrum,Nocebo panjandrum,ORN001,CD,HMC,3.09,1.5089,AC,2006-05-11 12:55:30.000,2006-02-02 18:35:53.000
148718,ZET001 Sojourner prefix,CL DVD-18 ZET001 Sojourner prefix,Sojourner prefix,ZET001,CL,DVD-18,10.99,6.3542,AC,2006-01-08 22:02:42.000,2006-11-04 21:18:04.000
149029,JAY007 Absquatulate bafflegab,BK HMCS JAY007 Absquatulate bafflegab,Absquatulate bafflegab,JAY007,BK,HMCS,1.89,0.9146,AC,2005-12-07 00:48:29.000,2006-04-17 08:02:27.000
149372,JAY002 Hops gazump,CG DVD-18 JAY002 Hops gazump,Hops gazump,JAY002,CG,DVD-18,11.09,6.3542,WD,2006-03-04 22:07:57.000,2006-08-28 16:02:09.000
